geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
16000US1701140,"Altona, IL",602,162,602,162,568,164,31,45,0,12,0,12,0,12,0,12,3,7,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701205,"Alto Pass, IL",369,115,297,95,287,92,0,12,0,12,0,12,0,12,0,12,10,20,0,12,10,20,72,66,57,62,0,12,0,12,0,12,0,12,9,14,6,15,6,15,0,12
16000US1701242,"Alvin, IL",222,60,221,60,220,60,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2,1,2,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701270,"Amboy, IL",2450,154,2323,168,2247,169,17,18,0,12,0,12,12,17,0,12,47,36,0,12,47,36,127,80,72,57,0,12,0,12,0,12,0,12,7,10,48,47,24,34,24,33
16000US1701361,"Anchor, IL",247,111,247,111,199,66,0,12,1,2,0,12,0,12,0,12,47,61,17,24,30,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701426,"Andalusia, IL",1250,200,1219,198,1153,183,17,24,0,12,6,9,0,12,0,12,43,29,3,5,40,29,31,32,4,6,0,12,0,12,0,12,0,12,2,7,25,30,25,30,0,12
16000US1701491,"Andover, IL",428,116,420,115,420,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701517,"Andres, IL",45,28,36,26,36,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12
16000US1701543,"Anna, IL",4262,21,4206,56,3989,140,156,127,0,12,28,23,0,12,0,12,33,27,2,4,31,26,56,50,28,42,0,12,0,12,0,12,0,12,2,4,26,31,26,31,0,12
16000US1701556,"Annapolis, IL",53,53,53,53,53,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701569,"Annawan, IL",878,138,831,138,788,135,14,13,0,12,11,17,0,12,16,21,2,5,0,12,2,5,47,39,28,27,0,12,0,12,0,12,0,12,11,19,8,13,0,12,8,13
16000US1701595,"Antioch, IL",14705,28,13686,334,12258,607,322,214,3,8,489,289,0,19,0,19,614,278,136,118,478,264,1019,333,453,205,0,19,55,65,15,24,0,19,375,223,121,98,111,92,10,15
16000US1701647,"Apple Canyon Lake, IL",689,187,671,184,671,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,22,0,12,0,12,0,12,0,12,0,12,0,12,18,22,18,22,0,12
16000US1701673,"Apple River, IL",342,84,325,83,316,83,3,4,0,12,4,7,0,12,2,3,0,12,0,12,0,12,17,21,17,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1701803,"Arbury Hills, IL",1502,556,1305,397,1139,373,19,32,6,9,118,141,0,12,0,12,23,28,0,12,23,28,197,211,23,33,0,12,0,12,0,12,0,12,0,12,174,208,165,207,9,14
16000US1701881,"Arcola, IL",2774,212,1590,225,1476,225,79,40,0,12,0,12,0,12,9,14,26,21,6,8,20,20,1184,99,560,176,21,24,71,94,0,12,0,12,125,94,407,192,346,203,61,71
16000US1701946,"Arenzville, IL",389,91,359,78,357,78,0,12,0,12,0,12,2,3,0,12,0,12,0,12,0,12,30,47,0,12,0,12,0,12,0,12,0,12,30,47,0,12,0,12,0,12
16000US1701972,"Argenta, IL",979,142,964,144,895,137,1,3,0,12,0,12,0,12,10,14,58,35,8,12,50,34,15,19,0,12,0,12,0,12,0,12,0,12,4,5,11,17,9,16,2,4
16000US1702050,"Argyle, IL",443,180,443,180,443,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702102,"Arlington, IL",189,50,166,41,158,36,0,12,0,12,0,12,0,12,0,12,8,14,0,12,8,14,23,24,0,12,0,12,0,12,0,12,0,12,20,23,3,3,3,3,0,12
16000US1702154,"Arlington Heights, IL",77283,289,70262,1597,58441,1727,1980,870,50,41,8069,1046,0,28,130,104,1592,471,298,165,1294,434,7021,1540,2444,626,98,94,138,144,15,24,30,48,2017,745,2279,1245,1731,782,548,546
16000US1702206,"Armington, IL",391,106,326,74,315,74,0,12,0,12,3,8,0,12,0,12,8,10,0,12,8,10,65,74,7,7,0,12,0,12,0,12,0,12,0,12,58,75,58,75,0,12
16000US1702258,"Aroma Park, IL",620,112,586,101,548,102,8,12,0,12,0,12,0,12,0,12,30,30,0,12,30,30,34,38,32,38,0,12,0,12,0,12,0,12,0,12,2,3,2,3,0,12
16000US1702342,"Arrowsmith, IL",412,132,396,130,348,93,39,63,0,12,0,12,0,12,0,12,9,8,0,12,9,8,16,21,16,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702414,"Arthur, IL",2006,300,1967,302,1920,306,10,10,0,12,4,7,0,12,4,8,29,31,0,12,29,31,39,37,14,20,0,12,0,12,0,12,0,12,14,24,11,17,11,17,0,12
16000US1702479,"Ashkum, IL",820,146,815,147,784,143,0,12,0,12,0,12,0,12,0,12,31,23,18,21,13,13,5,8,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,5,8
16000US1702505,"Ashland, IL",1216,189,1216,189,1162,169,25,31,9,12,0,12,0,12,0,12,20,24,0,12,20,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702531,"Ashley, IL",455,112,455,112,450,111,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702557,"Ashmore, IL",790,196,790,196,760,197,25,43,0,12,0,12,0,12,0,12,5,9,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702583,"Ashton, IL",795,122,756,116,719,117,20,31,0,12,9,13,0,12,0,12,8,9,4,7,4,6,39,37,5,5,0,12,0,12,0,12,0,12,5,8,29,35,29,35,0,12
16000US1702609,"Assumption, IL",1178,226,1148,223,1117,223,5,12,2,6,0,12,4,12,0,12,20,27,0,12,20,27,30,52,6,10,0,12,0,12,0,12,0,12,0,12,24,42,0,12,24,42
16000US1702635,"Astoria, IL",983,182,981,182,962,173,0,12,0,12,0,12,0,12,18,24,1,2,0,12,1,2,2,7,0,12,0,12,0,12,0,12,0,12,2,7,0,12,0,12,0,12
16000US1702674,"Athens, IL",2303,346,2259,348,2061,309,98,95,0,12,17,22,0,12,11,17,72,80,0,12,72,80,44,67,44,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702726,"Atkinson, IL",1255,249,1238,248,1217,251,0,12,4,5,0,12,0,12,0,12,17,19,13,18,4,6,17,17,8,13,0,12,0,12,0,12,0,12,5,9,4,6,0,12,4,6
16000US1702752,"Atlanta, IL",2024,366,1962,364,1944,364,0,12,0,12,0,12,0,12,0,12,18,19,10,14,8,12,62,59,38,47,0,12,0,12,0,12,0,12,0,12,24,35,24,35,0,12
16000US1702882,"Atwood, IL",1085,237,1085,237,1053,229,0,12,0,12,6,10,0,12,0,12,26,29,0,12,26,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702921,"Auburn, IL",4563,447,4279,518,4176,525,36,58,0,12,11,17,0,12,0,12,56,49,10,15,46,46,284,230,284,230,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1702986,"Augusta, IL",653,145,631,141,612,134,0,12,0,12,0,12,0,12,0,12,19,29,0,12,19,29,22,22,3,5,0,12,0,12,0,12,0,12,3,4,16,17,0,12,16,17
16000US1703012,"Aurora, IL",183447,485,107288,2278,63982,2397,19249,1700,129,66,18722,1780,133,101,471,335,4602,912,513,187,4089,885,76159,2202,32615,2461,701,336,1433,573,162,127,18,23,22161,2400,19069,1941,17429,1931,1640,589
16000US1703103,"Ava, IL",557,146,550,146,548,147,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,9,7,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703181,"Aviston, IL",2417,220,2275,221,2242,229,6,12,0,12,5,10,0,12,0,12,22,31,0,12,22,31,142,60,94,63,0,12,0,12,0,12,0,12,14,22,34,37,34,37,0,12
16000US1703207,"Avon, IL",647,149,647,149,638,151,2,3,0,12,0,12,0,12,0,12,7,15,0,12,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703337,"Baileyville, IL",153,144,153,144,153,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703454,"Baldwin, IL",312,87,308,87,308,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703571,"Banner, IL",141,37,141,37,132,36,0,12,5,8,0,12,0,12,0,12,4,5,2,3,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703610,"Bannockburn, IL",1315,149,1166,156,850,138,155,107,0,12,125,57,16,24,0,12,20,25,9,19,11,15,149,73,80,50,11,20,0,12,0,12,0,12,37,27,21,26,14,22,7,13
16000US1703675,"Bardolph, IL",281,78,281,78,280,78,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1703844,"Barrington, IL",11174,422,10881,429,9301,561,190,105,0,19,989,333,0,19,91,104,310,162,70,55,240,148,293,178,171,122,0,19,0,19,0,19,0,19,35,49,87,99,72,96,15,23
16000US1703883,"Barrington Hills, IL",4236,724,4203,718,3745,695,30,31,0,12,416,228,0,12,0,12,12,19,0,12,12,19,33,39,11,23,0,12,0,12,0,12,0,12,18,28,4,6,4,6,0,12
16000US1703948,"Barry, IL",1549,235,1536,234,1517,235,2,5,0,12,5,11,0,12,0,12,12,11,0,12,12,11,13,18,1,3,0,12,0,12,0,12,0,12,0,12,12,18,0,12,12,18
16000US1703987,"Barstow, IL",82,48,82,48,80,47,0,12,0,12,0,12,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704000,"Bartelso, IL",784,141,783,142,783,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704013,"Bartlett, IL",41126,73,35221,1050,26041,1307,1355,527,53,87,6940,1314,0,25,85,83,747,253,122,72,625,223,5905,1055,2358,902,0,25,491,398,6,9,35,55,1775,625,1240,483,966,450,274,161
16000US1704039,"Bartonville, IL",6005,46,5877,90,5596,175,58,43,0,17,40,44,0,17,0,17,183,110,26,32,157,105,128,81,81,64,0,17,0,17,0,17,0,17,6,10,41,43,41,43,0,17
16000US1704052,"Basco, IL",68,28,65,28,61,29,3,5,0,12,0,12,0,12,0,12,1,2,0,12,1,2,3,5,2,3,0,12,0,12,0,12,0,12,0,12,1,2,0,12,1,2
16000US1704078,"Batavia, IL",26261,441,23939,662,21784,788,607,309,15,22,377,213,0,22,546,330,610,258,127,99,483,238,2322,655,1405,568,0,22,28,35,19,32,0,22,416,261,454,300,347,264,107,133
16000US1704117,"Batchtown, IL",252,87,252,87,249,88,0,12,0,12,0,12,0,12,0,12,3,7,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704156,"Bath, IL",267,93,267,93,259,94,0,12,0,12,0,12,0,12,0,12,8,11,0,12,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704247,"Baylis, IL",120,42,120,42,111,42,0,12,0,12,0,12,0,12,0,12,9,15,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704273,"Bay View Gardens, IL",383,121,383,121,381,120,0,12,1,2,0,12,0,12,0,12,1,2,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704303,"Beach Park, IL",13634,684,8022,981,5684,860,1600,620,0,19,397,214,0,19,26,38,315,188,26,44,289,187,5612,1121,2520,767,0,19,95,142,6,9,0,19,2224,745,767,517,733,517,34,56
16000US1704351,"Beardstown, IL",5839,203,3588,199,2936,201,375,135,0,17,76,30,89,135,10,14,102,61,0,17,102,61,2251,125,1247,275,28,35,81,110,0,17,0,17,414,245,481,245,460,243,21,25
16000US1704403,"Beason, IL",218,135,218,135,214,135,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704507,"Beaverville, IL",336,73,319,65,317,65,0,12,2,3,0,12,0,12,0,12,0,12,0,12,0,12,17,18,4,4,0,12,0,12,0,12,0,12,0,12,13,18,13,18,0,12
16000US1704533,"Beckemeyer, IL",960,195,919,185,880,179,6,13,0,12,9,11,0,12,0,12,24,40,0,12,24,40,41,52,17,15,0,12,0,12,0,12,0,12,20,46,4,6,4,6,0,12
16000US1704572,"Bedford Park, IL",674,243,406,151,350,123,31,49,0,12,0,12,0,12,0,12,25,40,25,40,0,12,268,180,221,171,8,15,0,12,0,12,0,12,31,56,8,12,0,12,8,12
16000US1704585,"Beecher, IL",4568,477,3972,448,3882,446,19,30,5,11,11,19,0,12,0,12,55,55,0,12,55,55,596,328,347,271,29,44,0,12,0,12,0,12,144,172,76,108,76,108,0,12
16000US1704598,"Beecher City, IL",351,87,349,87,346,86,0,12,0,12,0,12,0,12,0,12,3,6,0,12,3,6,2,4,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704689,"Belgium, IL",338,121,335,120,330,118,0,12,0,12,1,3,0,12,0,12,4,6,3,5,1,3,3,5,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704715,"Belknap, IL",163,92,163,92,159,93,0,12,0,12,0,12,0,12,0,12,4,13,0,12,4,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704793,"Belle Prairie City, IL",54,32,54,32,54,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704806,"Belle Rive, IL",349,87,308,69,305,67,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5,41,58,4,5,0,12,0,12,0,12,0,12,0,12,37,58,37,58,0,12
16000US1704845,"Belleville, IL",42463,52,40962,512,24780,1000,13276,943,17,18,192,118,35,58,114,129,2548,607,76,90,2472,587,1501,514,500,228,9,22,49,56,10,19,47,73,586,381,300,222,294,223,6,16
16000US1704871,"Bellevue, IL",2432,491,2415,492,2302,506,34,31,14,22,8,12,0,12,11,16,46,43,0,12,46,43,17,21,0,12,0,12,0,12,0,12,0,12,10,18,7,11,7,11,0,12
16000US1704897,"Bellflower, IL",374,89,374,89,363,87,0,12,2,3,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1704936,"Bellmont, IL",268,76,260,73,260,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,0,12,0,12,0,12,0,12,0,12,8,15,0,12,0,12,0,12
16000US1704975,"Bellwood, IL",18778,39,14487,855,656,214,13234,823,17,28,169,123,0,19,98,130,313,244,0,19,313,244,4291,857,1175,533,136,141,0,19,0,19,0,19,2335,696,645,320,598,306,47,78
16000US1705092,"Belvidere, IL",25179,642,16020,720,15129,717,334,254,0,22,237,142,0,22,39,61,281,186,27,45,254,173,9159,489,4183,1000,144,143,75,96,0,22,0,22,3787,1076,970,432,839,391,131,158
16000US1705144,"Bement, IL",1548,180,1526,178,1486,173,28,24,0,12,0,12,0,12,0,12,12,11,4,6,8,10,22,24,17,24,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705209,"Benld, IL",1655,201,1646,201,1607,202,0,12,31,38,4,10,0,12,0,12,4,7,0,12,4,7,9,14,2,3,0,12,0,12,0,12,0,12,7,14,0,12,0,12,0,12
16000US1705248,"Bensenville, IL",18801,84,9728,826,7725,776,1104,479,37,42,727,308,12,20,0,19,123,91,15,23,108,90,9073,828,3746,804,12,17,110,106,0,19,46,69,3442,802,1717,698,1629,696,88,74
16000US1705261,"Benson, IL",381,93,381,93,376,91,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705274,"Bentley, IL",19,11,17,9,17,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,3,2,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705300,"Benton, IL",7101,481,6790,475,6549,481,76,43,0,17,0,17,0,17,0,17,165,112,56,78,109,79,311,128,86,57,0,17,1,2,0,17,0,17,59,64,165,116,156,113,9,17
16000US1705404,"Berkeley, IL",5314,22,3056,591,1360,364,1390,332,122,118,129,98,0,17,0,17,55,80,46,78,9,15,2258,587,700,400,0,17,0,17,0,17,0,17,970,361,588,765,588,765,0,17
16000US1705443,"Berlin, IL",135,55,130,55,130,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705573,"Berwyn, IL",56960,34,21924,1957,14911,1346,4601,1075,11,19,1867,776,0,28,7,11,527,259,32,39,495,255,35036,1962,8478,1139,369,221,353,294,13,19,0,28,19820,1984,6003,1501,5741,1457,262,161
16000US1705599,"Bethalto, IL",9414,23,9247,147,8902,210,132,116,0,17,13,19,3,6,0,17,197,98,17,27,180,98,167,146,151,137,0,17,0,17,0,17,0,17,16,20,0,17,0,17,0,17
16000US1705612,"Bethany, IL",1227,241,1203,239,1191,240,0,12,0,12,0,12,0,12,0,12,12,14,0,12,12,14,24,35,24,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705729,"Beverly, IL",108,81,108,81,108,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705859,"Big Foot Prairie, IL",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705898,"Biggsville, IL",391,89,391,89,387,87,0,12,0,12,0,12,0,12,0,12,4,8,0,12,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1705976,"Big Rock, IL",1208,206,1167,208,1106,210,0,12,2,3,7,9,0,12,0,12,52,48,24,38,28,29,41,24,31,23,0,12,0,12,0,12,0,12,3,5,7,7,7,7,0,12
16000US1706028,"Bingham, IL",133,68,106,40,102,40,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,27,50,27,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706171,"Bishop Hill, IL",84,26,84,26,84,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706184,"Bismarck, IL",555,157,548,155,530,142,0,12,0,12,12,19,0,12,0,12,6,9,0,12,6,9,7,11,0,12,0,12,0,12,0,12,0,12,4,7,3,7,0,12,3,7
16000US1706444,"Blairsville, IL",270,103,270,103,270,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706470,"Blandinsville, IL",607,135,607,135,561,113,0,12,0,12,19,30,0,12,0,12,27,30,0,12,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706565,"Bloomfield, IL",122,180,122,180,122,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706587,"Bloomingdale, IL",22436,55,19939,601,15620,752,1036,389,16,21,2881,469,0,22,54,68,332,147,40,33,292,139,2497,589,1193,403,60,81,120,139,0,22,0,22,420,188,704,627,658,628,46,39
16000US1706613,"Bloomington, IL",78372,70,73878,489,57294,922,7306,765,123,51,6653,527,12,20,181,130,2309,383,224,156,2085,368,4494,485,2357,563,130,96,18,21,0,28,0,28,781,275,1208,468,1177,465,31,36
16000US1706704,"Blue Island, IL",22934,664,12399,1110,4833,732,7199,1156,0,22,113,152,0,22,0,22,254,207,0,22,254,207,10535,937,6222,1017,55,63,54,90,50,80,67,106,3298,869,789,425,769,425,20,21
16000US1706756,"Blue Mound, IL",1025,185,998,182,917,168,4,6,2,4,8,15,0,12,0,12,67,52,0,12,67,52,27,29,18,28,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12
16000US1706899,"Bluffs, IL",696,129,696,129,649,122,0,12,4,6,37,39,0,12,0,12,6,13,0,12,6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1706964,"Bluford, IL",536,113,481,91,457,83,0,12,19,24,0,12,0,12,0,12,5,10,0,12,5,10,55,52,12,18,0,12,0,12,0,12,0,12,0,12,43,49,16,26,27,42
16000US1707133,"Bolingbrook, IL",73807,353,54698,1397,29161,1512,13542,1294,54,43,9574,981,8,10,186,120,2173,611,225,158,1948,572,19109,1329,6232,1129,203,150,254,204,52,61,0,28,8128,1326,4240,1161,3868,1093,372,251
16000US1707211,"Bondville, IL",382,110,382,110,340,94,29,35,0,12,5,7,0,12,0,12,8,8,0,12,8,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1707224,"Bone Gap, IL",164,58,164,58,154,56,0,12,0,12,0,12,0,12,0,12,10,13,2,3,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1707237,"Bonfield, IL",520,123,508,121,504,121,0,12,0,12,0,12,0,12,0,12,4,5,0,12,4,5,12,11,2,3,5,7,0,12,0,12,0,12,0,12,5,7,5,7,0,12
16000US1707263,"Bonnie, IL",385,152,352,145,342,140,0,12,1,2,0,12,0,12,0,12,9,12,5,9,4,7,33,28,17,20,0,12,0,12,0,12,0,12,0,12,16,23,16,23,0,12
16000US1707276,"Bonnie Brae, IL",1253,349,1190,368,1090,394,0,12,0,12,54,62,0,12,0,12,46,57,0,12,46,57,63,76,25,46,0,12,14,21,0,12,0,12,0,12,24,37,24,37,0,12
16000US1707315,"Boody, IL",437,199,437,199,437,199,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1707419,"Boulder Hill, IL",9675,721,6782,719,6061,716,320,195,0,17,145,110,0,17,0,17,256,180,11,19,245,177,2893,655,1464,568,20,25,46,58,0,17,0,17,1038,426,325,210,307,207,18,17
16000US1707471,"Bourbonnais, IL",18959,84,17553,422,14217,705,1976,568,0,19,411,151,0,19,13,21,936,406,217,281,719,308,1406,419,934,375,50,78,0,19,0,19,0,19,195,190,227,174,219,174,8,15
16000US1707510,"Bowen, IL",690,147,690,147,628,144,11,18,0,12,6,10,0,12,0,12,45,41,0,12,45,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1707640,"Braceville, IL",863,194,647,123,624,123,0,12,1,2,0,12,0,12,0,12,22,20,0,12,22,20,216,173,208,174,0,12,0,12,0,12,0,12,0,12,8,17,8,17,0,12
16000US1707692,"Bradford, IL",710,139,699,140,685,140,10,11,0,12,0,12,0,12,0,12,4,6,0,12,4,6,11,15,5,8,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12
16000US1707744,"Bradley, IL",15236,30,13585,367,12178,474,1079,226,0,19,120,89,0,19,0,19,208,126,0,19,208,126,1651,367,745,232,19,28,45,54,0,19,0,19,515,290,327,171,313,168,14,36
16000US1707770,"Braidwood, IL",6280,166,5899,229,5729,241,5,5,10,16,4,8,0,17,0,17,151,86,16,26,135,84,381,157,236,149,0,17,0,17,0,17,0,17,74,73,71,96,69,95,2,4
16000US1707913,"Breese, IL",4300,410,4130,421,3994,431,3,5,0,12,53,41,0,12,0,12,80,45,0,12,80,45,170,113,48,30,0,12,0,12,0,12,0,12,106,123,16,26,16,26,0,12
16000US1708186,"Bridgeport, IL",1859,330,1859,330,1726,296,121,159,0,12,0,12,0,12,0,12,12,17,0,12,12,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708225,"Bridgeview, IL",16883,378,12450,900,10805,1005,667,396,0,19,586,422,0,19,0,19,392,266,12,21,380,261,4433,825,2166,781,0,19,0,19,0,19,0,19,1289,580,978,448,911,431,67,79
16000US1708264,"Brighton, IL",2416,291,2350,298,2234,288,9,14,13,18,0,12,0,12,0,12,94,82,0,12,94,82,66,66,22,24,0,12,0,12,0,12,0,12,44,65,0,12,0,12,0,12
16000US1708303,"Brimfield, IL",722,154,712,152,691,150,3,4,0,12,0,12,0,12,0,12,18,16,5,9,13,13,10,16,0,12,0,12,0,12,0,12,0,12,9,15,1,3,1,3,0,12
16000US1708420,"Broadlands, IL",315,83,308,83,305,83,2,3,0,12,0,12,0,12,0,12,1,2,0,12,1,2,7,10,2,3,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708446,"Broadview, IL",7997,23,7063,523,935,406,5667,667,0,17,214,240,0,17,0,17,247,297,72,113,175,278,934,525,253,276,0,17,0,17,0,17,0,17,432,412,249,256,67,86,182,243
16000US1708472,"Broadwell, IL",144,44,139,43,137,43,0,12,0,12,0,12,0,12,0,12,2,3,0,12,2,3,5,7,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708524,"Brocton, IL",303,80,300,80,297,80,0,12,0,12,0,12,0,12,0,12,3,4,0,12,3,4,3,7,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708576,"Brookfield, IL",19517,284,15524,737,13953,878,728,375,0,19,243,137,0,19,38,51,562,255,51,49,511,253,3993,662,2153,648,0,19,43,57,0,19,0,19,1118,618,679,357,347,302,332,194
16000US1708667,"Brooklyn, IL",627,299,597,274,8,11,574,272,0,12,0,12,0,12,0,12,15,24,0,12,15,24,30,33,1,3,29,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708706,"Brookport, IL",820,207,809,206,699,199,92,63,0,12,0,12,0,12,0,12,18,23,0,12,18,23,11,16,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US1708875,"Broughton, IL",162,71,162,71,139,66,0,12,0,12,0,12,0,12,14,22,9,17,0,12,9,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
